date,max_temp,min_temp,avg_temp,precipitation,snowfall,snow_depth,location,latitude,longitude
2/15/14,37,28,32.5,0.1,3,9,LGA,40.7769271,-73.8739659
2/16/14,30,22,26,0,0,12,LGA,40.7769271,-73.8739659
2/17/14,33,19,26,0,0,11,LGA,40.7769271,-73.8739659
2/18/14,40,25,32.5,0.15,1.5,10,LGA,40.7769271,-73.8739659
2/19/14,45,28,36.5,0.25,0,10,LGA,40.7769271,-73.8739659
2/20/14,50,35,42.5,0.02,0,7,LGA,40.7769271,-73.8739659
2/21/14,48,34,41,0.11,0,5,LGA,40.7769271,-73.8739659
2/22/14,55,38,46.5,0,0,1,LGA,40.7769271,-73.8739659
2/23/14,54,39,46.5, ,0, ,LGA,40.7769271,-73.8739659
2/24/14,44,27,35.5, ,0,0,LGA,40.7769271,-73.8739659
2/25/14,33,24,28.5,0,0,0,LGA,40.7769271,-73.8739659
2/26/14,32,21,26.5,0.01,0.2,0,LGA,40.7769271,-73.8739659
2/27/14,33,15,24, , ,0,LGA,40.7769271,-73.8739659
2/28/14,24,10,17,0,0,0,LGA,40.7769271,-73.8739659
3/1/14,38,21,29.5,0,0,0,LGA,40.7769271,-73.8739659
3/2/14,39,32,35.5, , ,0,LGA,40.7769271,-73.8739659
3/3/14,32,19,25.5,0.01,0.4,0,LGA,40.7769271,-73.8739659
3/4/14,30,13,21.5,0,0,0,LGA,40.7769271,-73.8739659
3/5/14,37,26,31.5,0,0,0,LGA,40.7769271,-73.8739659
3/6/14,30,16,23,0,0,0,LGA,40.7769271,-73.8739659
3/7/14,36,26,31,0,0,0,LGA,40.7769271,-73.8739659
3/8/14,56,35,45.5,0,0,0,LGA,40.7769271,-73.8739659
3/9/14,43,35,39,0,0,0,LGA,40.7769271,-73.8739659
3/10/14,51,37,44, , ,0,LGA,40.7769271,-73.8739659
3/11/14,65,45,55,0,0,0,LGA,40.7769271,-73.8739659
3/12/14,54,33,43.5,0.35,0,0,LGA,40.7769271,-73.8739659
3/13/14,33,19,26,0,0,0,LGA,40.7769271,-73.8739659
3/14/14,44,22,33,0,0,0,LGA,40.7769271,-73.8739659
3/15/14,58,40,49, ,0,0,LGA,40.7769271,-73.8739659
3/16/14,41,30,35.5,0,0,0,LGA,40.7769271,-73.8739659
3/17/14,33,23,28,0,0,0,LGA,40.7769271,-73.8739659
3/18/14,41,27,34,0,0,0,LGA,40.7769271,-73.8739659
3/19/14,47,31,39,0.99,0,0,LGA,40.7769271,-73.8739659
3/20/14,53,39,46, ,0,0,LGA,40.7769271,-73.8739659
3/21/14,50,39,44.5,0,0,0,LGA,40.7769271,-73.8739659
3/22/14,63,37,50,0,0,0,LGA,40.7769271,-73.8739659
3/23/14,42,27,34.5,0,0,0,LGA,40.7769271,-73.8739659
3/24/14,34,22,28,0,0,0,LGA,40.7769271,-73.8739659
3/25/14,38,26,32, , ,0,LGA,40.7769271,-73.8739659
3/26/14,35,25,30,0, ,0,LGA,40.7769271,-73.8739659
3/27/14,42,23,32.5,0,0,0,LGA,40.7769271,-73.8739659
3/28/14,60,38,49,0.03,0,0,LGA,40.7769271,-73.8739659
3/29/14,55,41,48,1.79,0,0,LGA,40.7769271,-73.8739659
3/30/14,47,39,43,0.37,0,0,LGA,40.7769271,-73.8739659
3/31/14,54,36,45,0.12, ,0,LGA,40.7769271,-73.8739659
4/1/14,59,39,49,0,0,0,LGA,40.7769271,-73.8739659
4/2/14,53,41,47, ,0,0,LGA,40.7769271,-73.8739659
4/3/14,64,42,53,0.07,0,0,LGA,40.7769271,-73.8739659
4/4/14,47,39,43,0.19,0,0,LGA,40.7769271,-73.8739659
4/5/14,54,39,46.5,0,0,0,LGA,40.7769271,-73.8739659
4/6/14,59,37,48,0,0,0,LGA,40.7769271,-73.8739659
4/7/14,53,41,47,0.66,0,0,LGA,40.7769271,-73.8739659
4/8/14,65,43,54,0.34,0,0,LGA,40.7769271,-73.8739659
4/9/14,59,44,51.5,0,0,0,LGA,40.7769271,-73.8739659
4/10/14,58,42,50,0,0,0,LGA,40.7769271,-73.8739659
4/11/14,74,50,62, ,0,0,LGA,40.7769271,-73.8739659
4/12/14,72,49,60.5,0,0,0,LGA,40.7769271,-73.8739659
4/13/14,74,50,62,0,0,0,LGA,40.7769271,-73.8739659
4/14/14,72,54,63,0,0,0,LGA,40.7769271,-73.8739659
4/15/14,62,34,48,0.87,0.1,0,LGA,40.7769271,-73.8739659
4/16/14,47,32,39.5,0.05,0.2, ,LGA,40.7769271,-73.8739659
4/17/14,47,36,41.5,0,0,0,LGA,40.7769271,-73.8739659
4/18/14,47,35,41,0,0,0,LGA,40.7769271,-73.8739659
4/19/14,65,42,53.5,0,0,0,LGA,40.7769271,-73.8739659
4/20/14,55,44,49.5,0,0,0,LGA,40.7769271,-73.8739659
4/21/14,63,41,52,0,0,0,LGA,40.7769271,-73.8739659
4/22/14,66,50,58, ,0,0,LGA,40.7769271,-73.8739659
4/23/14,62,45,53.5,0,0,0,LGA,40.7769271,-73.8739659
4/24/14,60,43,51.5,0,0,0,LGA,40.7769271,-73.8739659
4/25/14,60,45,52.5, ,0,0,LGA,40.7769271,-73.8739659
4/26/14,64,45,54.5,0.76,0,0,LGA,40.7769271,-73.8739659
4/27/14,57,47,52,0,0,0,LGA,40.7769271,-73.8739659
4/28/14,64,46,55,0,0,0,LGA,40.7769271,-73.8739659
4/29/14,51,43,47,0.03,0,0,LGA,40.7769271,-73.8739659
4/30/14,49,42,45.5,5.26,0,0,LGA,40.7769271,-73.8739659
5/1/14,77,49,63,0.15,0,0,LGA,40.7769271,-73.8739659
5/2/14,68,55,61.5, ,0,0,LGA,40.7769271,-73.8739659
5/3/14,69,54,61.5,0.03,0,0,LGA,40.7769271,-73.8739659
5/4/14,64,54,59, ,0,0,LGA,40.7769271,-73.8739659
5/5/14,67,50,58.5,0,0,0,LGA,40.7769271,-73.8739659
5/6/14,68,53,60.5,0,0,0,LGA,40.7769271,-73.8739659
5/7/14,68,51,59.5,0,0,0,LGA,40.7769271,-73.8739659
5/8/14,58,53,55.5,0.39,0,0,LGA,40.7769271,-73.8739659
5/9/14,65,52,58.5,0.02,0,0,LGA,40.7769271,-73.8739659
5/10/14,82,55,68.5,0.91,0,0,LGA,40.7769271,-73.8739659
5/11/14,81,62,71.5,0.02,0,0,LGA,40.7769271,-73.8739659
5/12/14,82,64,73,0,0,0,LGA,40.7769271,-73.8739659
5/13/14,71,52,61.5,0,0,0,LGA,40.7769271,-73.8739659
5/14/14,68,51,59.5,0,0,0,LGA,40.7769271,-73.8739659
5/15/14,75,54,64.5,0.14,0,0,LGA,40.7769271,-73.8739659
5/16/14,71,60,65.5,1.61,0,0,LGA,40.7769271,-73.8739659
5/17/14,70,54,62, ,0,0,LGA,40.7769271,-73.8739659
5/18/14,65,53,59,0,0,0,LGA,40.7769271,-73.8739659
5/19/14,70,53,61.5, ,0,0,LGA,40.7769271,-73.8739659
5/20/14,77,57,67,0,0,0,LGA,40.7769271,-73.8739659
5/21/14,75,63,69, ,0,0,LGA,40.7769271,-73.8739659
5/22/14,65,58,61.5,0.28,0,0,LGA,40.7769271,-73.8739659
5/23/14,68,57,62.5,1.07,0,0,LGA,40.7769271,-73.8739659
5/24/14,68,57,62.5,0.04,0,0,LGA,40.7769271,-73.8739659
5/25/14,81,56,68.5,0,0,0,LGA,40.7769271,-73.8739659
5/26/14,87,66,76.5,0,0,0,LGA,40.7769271,-73.8739659
5/27/14,86,58,72, ,0,0,LGA,40.7769271,-73.8739659
5/28/14,60,53,56.5,0,0,0,LGA,40.7769271,-73.8739659
5/29/14,63,51,57,0,0,0,LGA,40.7769271,-73.8739659
5/30/14,76,56,66,0.03,0,0,LGA,40.7769271,-73.8739659
5/31/14,70,58,64,0.01,0,0,LGA,40.7769271,-73.8739659
6/1/14,77,57,67,0,0,0,LGA,40.7769271,-73.8739659
6/2/14,79,61,70,0,0,0,LGA,40.7769271,-73.8739659
6/3/14,85,64,74.5,0.06,0,0,LGA,40.7769271,-73.8739659
6/4/14,81,62,71.5, ,0,0,LGA,40.7769271,-73.8739659
6/5/14,76,62,69,0.7,0,0,LGA,40.7769271,-73.8739659
6/6/14,76,61,68.5,0,0,0,LGA,40.7769271,-73.8739659
6/7/14,82,63,72.5,0,0,0,LGA,40.7769271,-73.8739659
6/8/14,85,68,76.5,0,0,0,LGA,40.7769271,-73.8739659
6/9/14,73,62,67.5,1.24,0,0,LGA,40.7769271,-73.8739659
6/10/14,75,63,69,0,0,0,LGA,40.7769271,-73.8739659
6/11/14,68,61,64.5,0.05,0,0,LGA,40.7769271,-73.8739659
6/12/14,76,59,67.5,0.02,0,0,LGA,40.7769271,-73.8739659
6/13/14,76,62,69,1.55,0,0,LGA,40.7769271,-73.8739659
6/14/14,74,62,68,0,0,0,LGA,40.7769271,-73.8739659
6/15/14,79,61,70,0,0,0,LGA,40.7769271,-73.8739659
6/16/14,81,64,72.5,0,0,0,LGA,40.7769271,-73.8739659
6/17/14,88,70,79,0,0,0,LGA,40.7769271,-73.8739659
6/18/14,88,75,81.5,0,0,0,LGA,40.7769271,-73.8739659
6/19/14,79,68,73.5, ,0,0,LGA,40.7769271,-73.8739659
6/20/14,80,66,73,0,0,0,LGA,40.7769271,-73.8739659
6/21/14,76,62,69,0,0,0,LGA,40.7769271,-73.8739659
6/22/14,77,64,70.5,0,0,0,LGA,40.7769271,-73.8739659
6/23/14,82,67,74.5,0,0,0,LGA,40.7769271,-73.8739659
6/24/14,81,69,75,0,0,0,LGA,40.7769271,-73.8739659
6/25/14,84,71,77.5, ,0,0,LGA,40.7769271,-73.8739659
6/26/14,86,69,77.5,0.07,0,0,LGA,40.7769271,-73.8739659
6/27/14,82,68,75,0,0,0,LGA,40.7769271,-73.8739659
6/28/14,87,69,78,0,0,0,LGA,40.7769271,-73.8739659
6/29/14,82,70,76,0,0,0,LGA,40.7769271,-73.8739659
6/30/14,84,69,76.5,0,0,0,LGA,40.7769271,-73.8739659
7/1/14,88,73,80.5, ,0,0,LGA,40.7769271,-73.8739659
7/2/14,91,72,81.5,0.63,0,0,LGA,40.7769271,-73.8739659
7/3/14,89,70,79.5,0.73,0,0,LGA,40.7769271,-73.8739659
7/4/14,74,65,69.5,0.16,0,0,LGA,40.7769271,-73.8739659
7/5/14,83,65,74,0,0,0,LGA,40.7769271,-73.8739659
7/6/14,87,69,78,0,0,0,LGA,40.7769271,-73.8739659
7/7/14,92,73,82.5,0,0,0,LGA,40.7769271,-73.8739659
7/8/14,93,72,82.5,0.18,0,0,LGA,40.7769271,-73.8739659
7/9/14,88,73,80.5,0,0,0,LGA,40.7769271,-73.8739659
7/10/14,82,70,76,0,0,0,LGA,40.7769271,-73.8739659
7/11/14,85,70,77.5,0,0,0,LGA,40.7769271,-73.8739659
7/12/14,86,71,78.5,0,0,0,LGA,40.7769271,-73.8739659
7/13/14,82,71,76.5,0.24,0,0,LGA,40.7769271,-73.8739659
7/14/14,85,72,78.5,0.74,0,0,LGA,40.7769271,-73.8739659
7/15/14,88,71,79.5,0.93,0,0,LGA,40.7769271,-73.8739659
7/16/14,83,68,75.5, ,0,0,LGA,40.7769271,-73.8739659
7/17/14,83,68,75.5,0,0,0,LGA,40.7769271,-73.8739659
7/18/14,82,68,75,0,0,0,LGA,40.7769271,-73.8739659
7/19/14,77,68,72.5,0,0,0,LGA,40.7769271,-73.8739659
7/20/14,76,67,71.5, ,0,0,LGA,40.7769271,-73.8739659
7/21/14,84,67,75.5,0,0,0,LGA,40.7769271,-73.8739659
7/22/14,87,72,79.5,0,0,0,LGA,40.7769271,-73.8739659
7/23/14,89,74,81.5,0.12,0,0,LGA,40.7769271,-73.8739659
7/24/14,81,72,76.5,0,0,0,LGA,40.7769271,-73.8739659
7/25/14,83,67,75,0,0,0,LGA,40.7769271,-73.8739659
7/26/14,82,71,76.5, ,0,0,LGA,40.7769271,-73.8739659
7/27/14,88,72,80, ,0,0,LGA,40.7769271,-73.8739659
7/28/14,84,68,76,0.26,0,0,LGA,40.7769271,-73.8739659
7/29/14,76,65,70.5,0,0,0,LGA,40.7769271,-73.8739659
7/30/14,83,65,74,0,0,0,LGA,40.7769271,-73.8739659
7/31/14,82,70,76,0,0,0,LGA,40.7769271,-73.8739659
8/1/14,86,72,79, ,0,0,LGA,40.7769271,-73.8739659
8/2/14,74,65,69.5,0.4,0,0,LGA,40.7769271,-73.8739659
8/3/14,76,66,71,0.07,0,0,LGA,40.7769271,-73.8739659
8/4/14,84,71,77.5,0,0,0,LGA,40.7769271,-73.8739659
8/5/14,89,73,81,0,0,0,LGA,40.7769271,-73.8739659
8/6/14,84,71,77.5,0,0,0,LGA,40.7769271,-73.8739659
8/7/14,83,67,75,0,0,0,LGA,40.7769271,-73.8739659
8/8/14,82,66,74,0,0,0,LGA,40.7769271,-73.8739659
8/9/14,87,70,78.5,0,0,0,LGA,40.7769271,-73.8739659
8/10/14,87,71,79,0,0,0,LGA,40.7769271,-73.8739659
8/11/14,87,74,80.5,0,0,0,LGA,40.7769271,-73.8739659
8/12/14,80,71,75.5,0.14,0,0,LGA,40.7769271,-73.8739659
8/13/14,86,68,77,0.78,0,0,LGA,40.7769271,-73.8739659
8/14/14,79,64,71.5,0,0,0,LGA,40.7769271,-73.8739659
8/15/14,73,63,68,0,0,0,LGA,40.7769271,-73.8739659
8/16/14,79,66,72.5,0,0,0,LGA,40.7769271,-73.8739659
8/17/14,83,69,76,0.01,0,0,LGA,40.7769271,-73.8739659
8/18/14,81,64,72.5,0,0,0,LGA,40.7769271,-73.8739659
8/19/14,80,65,72.5,0,0,0,LGA,40.7769271,-73.8739659
8/20/14,84,71,77.5,0,0,0,LGA,40.7769271,-73.8739659
8/21/14,81,64,72.5,1.24,0,0,LGA,40.7769271,-73.8739659
8/22/14,76,67,71.5,0.07,0,0,LGA,40.7769271,-73.8739659
8/23/14,75,67,71, ,0,0,LGA,40.7769271,-73.8739659
8/24/14,80,65,72.5,0,0,0,LGA,40.7769271,-73.8739659
8/25/14,86,68,77,0,0,0,LGA,40.7769271,-73.8739659
8/26/14,86,71,78.5,0,0,0,LGA,40.7769271,-73.8739659
8/27/14,89,72,80.5,0,0,0,LGA,40.7769271,-73.8739659
8/28/14,80,68,74, ,0,0,LGA,40.7769271,-73.8739659
8/29/14,79,64,71.5,0,0,0,LGA,40.7769271,-73.8739659
8/30/14,77,67,72,0,0,0,LGA,40.7769271,-73.8739659
8/31/14,92,73,82.5,0.79,0,0,LGA,40.7769271,-73.8739659
9/1/14,88,76,82,0,0,0,LGA,40.7769271,-73.8739659
9/2/14,93,79,86,0,0,0,LGA,40.7769271,-73.8739659
9/3/14,86,73,79.5,0,0,0,LGA,40.7769271,-73.8739659
9/4/14,86,71,78.5,0,0,0,LGA,40.7769271,-73.8739659
9/5/14,85,73,79,0,0,0,LGA,40.7769271,-73.8739659
9/6/14,91,68,79.5,0.21,0,0,LGA,40.7769271,-73.8739659
9/7/14,80,66,73, ,0,0,LGA,40.7769271,-73.8739659
9/8/14,77,65,71,0,0,0,LGA,40.7769271,-73.8739659
9/9/14,73,64,68.5,0,0,0,LGA,40.7769271,-73.8739659
9/10/14,77,63,70,0,0,0,LGA,40.7769271,-73.8739659
9/11/14,84,69,76.5,0,0,0,LGA,40.7769271,-73.8739659
9/12/14,76,62,69,0,0,0,LGA,40.7769271,-73.8739659
9/13/14,70,61,65.5,0.19,0,0,LGA,40.7769271,-73.8739659
9/14/14,71,55,63,0,0,0,LGA,40.7769271,-73.8739659
9/15/14,73,55,64,0,0,0,LGA,40.7769271,-73.8739659
9/16/14,70,58,64,0.42,0,0,LGA,40.7769271,-73.8739659
9/17/14,73,59,66,0,0,0,LGA,40.7769271,-73.8739659
9/18/14,75,59,67,0,0,0,LGA,40.7769271,-73.8739659
9/19/14,66,55,60.5,0,0,0,LGA,40.7769271,-73.8739659
9/20/14,74,58,66,0,0,0,LGA,40.7769271,-73.8739659
9/21/14,77,67,72,0.21,0,0,LGA,40.7769271,-73.8739659
9/22/14,72,57,64.5, ,0,0,LGA,40.7769271,-73.8739659
9/23/14,73,54,63.5,0,0,0,LGA,40.7769271,-73.8739659
9/24/14,70,60,65,0,0,0,LGA,40.7769271,-73.8739659
9/25/14,64,58,61,0.17,0,0,LGA,40.7769271,-73.8739659
9/26/14,77,60,68.5,0,0,0,LGA,40.7769271,-73.8739659
9/27/14,83,65,74,0,0,0,LGA,40.7769271,-73.8739659
9/28/14,84,65,74.5,0,0,0,LGA,40.7769271,-73.8739659
9/29/14,79,69,74, ,0,0,LGA,40.7769271,-73.8739659
9/30/14,71,62,66.5,0.04,0,0,LGA,40.7769271,-73.8739659
10/1/14,66,60,63, ,0,0,LGA,40.7769271,-73.8739659
10/2/14,68,60,64, ,0,0,LGA,40.7769271,-73.8739659
10/3/14,69,57,63,0,0,0,LGA,40.7769271,-73.8739659
10/4/14,71,52,61.5,1.05,0,0,LGA,40.7769271,-73.8739659
10/5/14,61,47,54,0,0,0,LGA,40.7769271,-73.8739659
10/6/14,71,51,61,0,0,0,LGA,40.7769271,-73.8739659
10/7/14,72,65,68.5,0.03,0,0,LGA,40.7769271,-73.8739659
10/8/14,73,63,68,0.03,0,0,LGA,40.7769271,-73.8739659
10/9/14,69,58,63.5,0,0,0,LGA,40.7769271,-73.8739659
10/10/14,64,54,59, ,0,0,LGA,40.7769271,-73.8739659
10/11/14,60,52,56,0.33,0,0,LGA,40.7769271,-73.8739659
10/12/14,62,49,55.5,0,0,0,LGA,40.7769271,-73.8739659
10/13/14,66,53,59.5,0.03,0,0,LGA,40.7769271,-73.8739659
10/14/14,76,64,70,0,0,0,LGA,40.7769271,-73.8739659
10/15/14,78,68,73,0.03,0,0,LGA,40.7769271,-73.8739659
10/16/14,72,62,67,0.77,0,0,LGA,40.7769271,-73.8739659
10/17/14,72,61,66.5,0,0,0,LGA,40.7769271,-73.8739659
10/18/14,70,57,63.5, ,0,0,LGA,40.7769271,-73.8739659
10/19/14,57,45,51,0,0,0,LGA,40.7769271,-73.8739659
10/20/14,61,44,52.5,0,0,0,LGA,40.7769271,-73.8739659
10/21/14,68,55,61.5,0,0,0,LGA,40.7769271,-73.8739659
10/22/14,59,51,55,1.26,0,0,LGA,40.7769271,-73.8739659
10/23/14,53,51,52,0.32,0,0,LGA,40.7769271,-73.8739659
10/24/14,62,51,56.5, ,0,0,LGA,40.7769271,-73.8739659
10/25/14,68,52,60, ,0,0,LGA,40.7769271,-73.8739659
10/26/14,62,54,58, ,0,0,LGA,40.7769271,-73.8739659
10/27/14,64,51,57.5,0,0,0,LGA,40.7769271,-73.8739659
10/28/14,72,53,62.5,0,0,0,LGA,40.7769271,-73.8739659
10/29/14,72,53,62.5, ,0,0,LGA,40.7769271,-73.8739659
10/30/14,58,49,53.5,0,0,0,LGA,40.7769271,-73.8739659
10/31/14,55,45,50,0.04,0,0,LGA,40.7769271,-73.8739659
11/1/14,48,43,45.5,0.18,0,0,LGA,40.7769271,-73.8739659
11/2/14,48,42,45, ,0,0,LGA,40.7769271,-73.8739659
11/3/14,62,41,51.5,0,0,0,LGA,40.7769271,-73.8739659
11/4/14,69,55,62,0,0,0,LGA,40.7769271,-73.8739659
11/5/14,64,57,60.5,0,0,0,LGA,40.7769271,-73.8739659
11/6/14,59,48,53.5,0.34,0,0,LGA,40.7769271,-73.8739659
11/7/14,52,41,46.5, ,0,0,LGA,40.7769271,-73.8739659
11/8/14,48,38,43,0,0,0,LGA,40.7769271,-73.8739659
11/9/14,57,47,52,0,0,0,LGA,40.7769271,-73.8739659
11/10/14,61,42,51.5,0,0,0,LGA,40.7769271,-73.8739659
11/11/14,64,47,55.5,0,0,0,LGA,40.7769271,-73.8739659
11/12/14,66,46,56, ,0,0,LGA,40.7769271,-73.8739659
11/13/14,48,37,42.5,0.17,0,0,LGA,40.7769271,-73.8739659
11/14/14,43,36,39.5,0.03,0,0,LGA,40.7769271,-73.8739659
11/15/14,42,34,38,0,0,0,LGA,40.7769271,-73.8739659
11/16/14,44,35,39.5,0.02,0,0,LGA,40.7769271,-73.8739659
11/17/14,53,39,46,1.49,0,0,LGA,40.7769271,-73.8739659
11/18/14,46,24,35,0,0,0,LGA,40.7769271,-73.8739659
11/19/14,35,22,28.5,0,0,0,LGA,40.7769271,-73.8739659
11/20/14,46,32,39,0,0,0,LGA,40.7769271,-73.8739659
11/21/14,37,28,32.5,0,0,0,LGA,40.7769271,-73.8739659
11/22/14,44,29,36.5,0,0,0,LGA,40.7769271,-73.8739659
11/23/14,55,44,49.5,0,0,0,LGA,40.7769271,-73.8739659
11/24/14,66,49,57.5,0.61,0,0,LGA,40.7769271,-73.8739659
11/25/14,67,51,59,0,0,0,LGA,40.7769271,-73.8739659
11/26/14,51,34,42.5,1.07,0.4,0,LGA,40.7769271,-73.8739659
11/27/14,38,35,36.5,0.01, ,0,LGA,40.7769271,-73.8739659
11/28/14,37,29,33,0,0,0,LGA,40.7769271,-73.8739659
11/29/14,44,29,36.5,0,0,0,LGA,40.7769271,-73.8739659
11/30/14,54,44,49, ,0,0,LGA,40.7769271,-73.8739659
12/1/14,64,41,52.5,0.05,0,0,LGA,40.7769271,-73.8739659
12/2/14,43,35,39,0.11,0,0,LGA,40.7769271,-73.8739659
12/3/14,47,41,44,0.1,0,0,LGA,40.7769271,-73.8739659
12/4/14,45,37,41,0,0,0,LGA,40.7769271,-73.8739659
12/5/14,47,34,40.5,0.52,0,0,LGA,40.7769271,-73.8739659
12/6/14,49,40,44.5,1.29,0,0,LGA,40.7769271,-73.8739659
12/7/14,41,30,35.5,0.03,0,0,LGA,40.7769271,-73.8739659
12/8/14,37,25,31,0,0,0,LGA,40.7769271,-73.8739659
12/9/14,45,36,40.5,2.68,0,0,LGA,40.7769271,-73.8739659
12/10/14,41,32,36.5,0.14,1,0,LGA,40.7769271,-73.8739659
12/11/14,37,31,34,0.03,0.3,1,LGA,40.7769271,-73.8739659
12/12/14,38,32,35,0,0,0,LGA,40.7769271,-73.8739659
12/13/14,44,35,39.5,0,0,0,LGA,40.7769271,-73.8739659
12/14/14,45,38,41.5,0,0,0,LGA,40.7769271,-73.8739659
12/15/14,49,37,43,0,0,0,LGA,40.7769271,-73.8739659
12/16/14,49,36,42.5,0.16,0,0,LGA,40.7769271,-73.8739659
12/17/14,53,42,47.5,0.03,0,0,LGA,40.7769271,-73.8739659
12/18/14,43,38,40.5, ,0,0,LGA,40.7769271,-73.8739659
12/19/14,38,32,35,0,0,0,LGA,40.7769271,-73.8739659
12/20/14,33,30,31.5,0,0,0,LGA,40.7769271,-73.8739659
12/21/14,36,32,34, , ,0,LGA,40.7769271,-73.8739659
12/22/14,45,35,40,0.04,0,0,LGA,40.7769271,-73.8739659
12/23/14,46,43,44.5,0.18,0,0,LGA,40.7769271,-73.8739659
12/24/14,55,43,49,0.67,0,0,LGA,40.7769271,-73.8739659
12/25/14,63,45,54,0.07,0,0,LGA,40.7769271,-73.8739659
12/26/14,50,40,45,0,0,0,LGA,40.7769271,-73.8739659
12/27/14,55,42,48.5,0,0,0,LGA,40.7769271,-73.8739659
12/28/14,52,42,47,0.1,0,0,LGA,40.7769271,-73.8739659
12/29/14,44,35,39.5,0,0,0,LGA,40.7769271,-73.8739659
12/30/14,35,28,31.5,0,0,0,LGA,40.7769271,-73.8739659
12/31/14,32,27,29.5,0,0,0,LGA,40.7769271,-73.8739659
1/1/15,39,27,33,0,0,0,LGA,40.7769271,-73.8739659
1/2/15,42,35,38.5,0,0,0,LGA,40.7769271,-73.8739659
1/3/15,41,31,36,0.67, ,0,LGA,40.7769271,-73.8739659
1/4/15,57,41,49,0.31,0,0,LGA,40.7769271,-73.8739659
1/5/15,50,22,36,0,0,0,LGA,40.7769271,-73.8739659
1/6/15,22,18,20,0.05,1,0,LGA,40.7769271,-73.8739659
1/7/15,25,10,17.5, , ,1,LGA,40.7769271,-73.8739659
1/8/15,21,8,14.5,0,0, ,LGA,40.7769271,-73.8739659
1/9/15,33,19,26,0.12,1.8, ,LGA,40.7769271,-73.8739659
1/10/15,24,17,20.5,0,0,1,LGA,40.7769271,-73.8739659
1/11/15,37,19,28,0,0, ,LGA,40.7769271,-73.8739659
1/12/15,39,34,36.5,0.39,0,0,LGA,40.7769271,-73.8739659
1/13/15,36,17,26.5,0,0,0,LGA,40.7769271,-73.8739659
1/14/15,32,17,24.5,0,0,0,LGA,40.7769271,-73.8739659
1/15/15,34,25,29.5,0,0,0,LGA,40.7769271,-73.8739659
1/16/15,42,20,31,0,0,0,LGA,40.7769271,-73.8739659
1/17/15,30,17,23.5,0,0,0,LGA,40.7769271,-73.8739659
1/18/15,43,29,36,1.98,0,0,LGA,40.7769271,-73.8739659
1/19/15,42,37,39.5,0,0,0,LGA,40.7769271,-73.8739659
1/20/15,40,32,36,0,0,0,LGA,40.7769271,-73.8739659
1/21/15,35,25,30, , ,0,LGA,40.7769271,-73.8739659
1/22/15,39,31,35, , ,0,LGA,40.7769271,-73.8739659
1/23/15,39,28,33.5,0,0,0,LGA,40.7769271,-73.8739659
1/24/15,40,32,36,0.73,4.1,3,LGA,40.7769271,-73.8739659
1/25/15,42,30,36,0,0,1,LGA,40.7769271,-73.8739659
1/26/15,30,22,26,0.3,6,1,LGA,40.7769271,-73.8739659
1/27/15,28,19,23.5,0.25,5,9,LGA,40.7769271,-73.8739659
1/28/15,34,17,25.5,0,0,8,LGA,40.7769271,-73.8739659
1/29/15,36,21,28.5,0.03,0.3,6,LGA,40.7769271,-73.8739659
1/30/15,37,20,28.5,0.15,1.5,7,LGA,40.7769271,-73.8739659
1/31/15,26,13,19.5,0,0,6,LGA,40.7769271,-73.8739659
2/1/15,36,20,28,0.04,0.4,5,LGA,40.7769271,-73.8739659
2/2/15,33,15,24,1.08,6.1,9,LGA,40.7769271,-73.8739659
2/3/15,28,14,21,0,0,9,LGA,40.7769271,-73.8739659
2/4/15,41,23,32,0,0,9,LGA,40.7769271,-73.8739659
2/5/15,40,14,27, , ,6,LGA,40.7769271,-73.8739659
2/6/15,27,12,19.5,0,0,6,LGA,40.7769271,-73.8739659
2/7/15,36,26,31,0.01,0.2,5,LGA,40.7769271,-73.8739659
2/8/15,36,30,33,0,0,4,LGA,40.7769271,-73.8739659
2/9/15,31,26,28.5,0.07,0.2,3,LGA,40.7769271,-73.8739659
2/10/15,39,26,32.5, , ,4,LGA,40.7769271,-73.8739659
2/11/15,33,22,27.5,0,0,4,LGA,40.7769271,-73.8739659
2/12/15,40,17,28.5, , ,4,LGA,40.7769271,-73.8739659
2/13/15,22,9,15.5,0,0,4,LGA,40.7769271,-73.8739659
2/14/15,32,16,24,0.05,0.6,4,LGA,40.7769271,-73.8739659
2/15/15,26,5,15.5,0.01,0.2,5,LGA,40.7769271,-73.8739659
2/16/15,21,4,12.5,0,0,5,LGA,40.7769271,-73.8739659
2/17/15,28,14,21,0.13,3.2,8,LGA,40.7769271,-73.8739659
2/18/15,31,18,24.5, ,0.1,7,LGA,40.7769271,-73.8739659
2/19/15,27,9,18,0,0,5,LGA,40.7769271,-73.8739659
2/20/15,21,3,12,0,0,5,LGA,40.7769271,-73.8739659
2/21/15,32,14,23,0.6,3.6,5,LGA,40.7769271,-73.8739659
2/22/15,42,31,36.5,0.11,0.5,8,LGA,40.7769271,-73.8739659
2/23/15,38,8,23,0,0,6,LGA,40.7769271,-73.8739659
2/24/15,25,6,15.5,0,0,6,LGA,40.7769271,-73.8739659
2/25/15,38,21,29.5,0,0,6,LGA,40.7769271,-73.8739659
2/26/15,32,21,26.5, , ,5,LGA,40.7769271,-73.8739659
2/27/15,30,19,24.5,0,0,5,LGA,40.7769271,-73.8739659
2/28/15,30,15,22.5,0,0,5,LGA,40.7769271,-73.8739659
